#================================================================#
# SMARTS2 -- Algorithms and performance assessment               #
#================================================================#
#
# APPENDIX: Extraterrestrial spectrum and absorption coefficients
#           at their reference temperature
#
# λ      E0nλ       Awλ        Aoλ      Anλ  
2730   0.0352   7.84E+01   0.00E+00    0.000
2735   0.0349   3.19E+02   0.00E+00    0.000
2740   0.0348   1.49E+03   0.00E+00    0.000
2745   0.0346   2.20E+02   0.00E+00    0.000
2750   0.0345   1.80E+02   0.00E+00    0.000
2755   0.0343   7.90E+02   0.00E+00    0.000
2760   0.0341   2.65E+02   0.00E+00    0.000
2765   0.0338   6.35E+02   0.00E+00    0.000
2770   0.0336   3.86E+02   0.00E+00    0.000
2775   0.0333   1.61E+02   0.00E+00    0.000
2780   0.0329   3.02E+02   0.00E+00    0.000
2785   0.0327   2.19E+02   0.00E+00    0.000
2790   0.0324   1.40E+02   0.00E+00    0.000
2795   0.0321   7.74E+01   0.00E+00    0.000
2800   0.032    8.41E+01   0.00E+00    0.000
2805   0.0318   3.35E+02   0.00E+00    0.000
2810   0.0317   4.24E+01   0.00E+00    0.000
2815   0.0316   6.13E+01   0.00E+00    0.000
2820   0.0314   1.39E+02   0.00E+00    0.000
2825   0.0312   1.66E+01   0.00E+00    0.000
2830   0.0311   1.54E+01   0.00E+00    0.000
2835   0.0308   1.05E+02   0.00E+00    0.000
2840   0.0306   3.76E+01   0.00E+00    0.000
2845   0.0303   9.18E+00   0.00E+00    0.000
2850   0.03     3.83E+01   0.00E+00    0.000
2855   0.0297   5.57E+01   0.00E+00    0.000
2860   0.0294   1.14E+01   0.00E+00    0.000
2865   0.0292   4.89E+00   0.00E+00    0.000
2870   0.029    2.00E+01   0.00E+00    0.000
2875   0.0288   7.31E+00   0.00E+00    0.000
2880   0.0287   4.38E+00   0.00E+00    0.000
2885   0.0285   5.09E+00   0.00E+00    0.000
2890   0.0284   8.42E+00   0.00E+00    0.000
2895   0.0283   2.31E+00   0.00E+00    0.000
2900   0.0282   1.54E+01   0.00E+00    0.000
2905   0.0281   1.10E+01   0.00E+00    0.000
2910   0.0279   2.31E+00   0.00E+00    0.000
2915   0.0276   4.65E+00   0.00E+00    0.000
2920   0.0274   2.05E+00   0.00E+00    0.000
2925   0.0272   4.73E+00   0.00E+00    0.000
2930   0.0269   1.16E+00   0.00E+00    0.000
2935   0.0266   1.03E+00   0.00E+00    0.000
2940   0.0264   2.49E+00   0.00E+00    0.000
2945   0.0261   5.02E+00   0.00E+00    0.000
2950   0.0259   1.28E+00   0.00E+00    0.000
2955   0.0258   1.97E+00   0.00E+00    0.000
2960   0.0256   1.06E+00   0.00E+00    0.000
2965   0.0255   6.10E-01   0.00E+00    0.000
2970   0.0254   8.81E+00   0.00E+00    0.000
2975   0.0253   4.43E+00   0.00E+00    0.000
2980   0.0251   2.14E+00   0.00E+00    0.000
2985   0.025    5.39E-01   0.00E+00    0.000
2990   0.0249   3.50E-01   0.00E+00    0.000
2995   0.0248   1.45E+00   0.00E+00    0.000
3000   0.0247   6.20E-01   0.00E+00    0.000
3005   0.0245   1.48E+00   0.00E+00    0.000
3010   0.0244   6.58E-01   0.00E+00    0.000
3015   0.0243   7.83E-01   0.00E+00    0.000
3020   0.0241   7.03E+00   0.00E+00    0.000
3025   0.024    5.61E-01   0.00E+00    0.000
3030   0.0239   9.23E-01   0.00E+00    0.000
3035   0.0238   1.63E+00   0.00E+00    0.000
3040   0.0237   2.44E+00   0.00E+00    0.000
3045   0.0236   1.34E+00   0.00E+00    0.000
3050   0.0235   4.95E+00   0.00E+00    0.000
3055   0.0235   7.01E+00   0.00E+00    0.000
3060   0.0234   7.16E-01   0.00E+00    0.000
3065   0.0232   1.38E+00   0.00E+00    0.000
3070   0.0231   2.94E+00   0.00E+00    0.000
3075   0.023    7.80E-01   0.00E+00    0.000
3080   0.0228   1.17E+00   0.00E+00    0.000
3085   0.0226   2.54E+00   0.00E+00    0.000
3090   0.0224   1.95E+00   0.00E+00    0.000
3095   0.0222   5.11E+00   0.00E+00    0.000
3100   0.022    1.04E+00   0.00E+00    0.000
3105   0.0218   4.13E+00   0.00E+00    0.000
3110   0.0216   5.11E+00   0.00E+00    0.000
3115   0.0214   1.81E+00   0.00E+00    0.000
3120   0.0212   3.28E-01   7.78E-04    0.000
3125   0.021    1.22E+00   8.77E-03    0.000
3130   0.0209   6.47E-01   9.55E-03    0.000
3135   0.0208   2.28E-01   3.31E-03    0.000
3140   0.0206   1.03E+00   3.89E-03    0.000
3145   0.0205   1.20E+00   4.67E-03    0.000
3150   0.0204   4.80E-01   4.87E-03    0.000
3155   0.0203   6.06E-01   4.48E-03    0.000
3160   0.0202   2.31E-01   3.70E-03    0.000
3165   0.0202   5.31E-02   2.72E-03    0.000
3170   0.0201   1.10E-01   2.14E-03    0.000
3175   0.02     1.91E-01   1.56E-03    0.000
3180   0.0199   2.00E-01   1.36E-03    0.000
3185   0.0198   1.93E-01   1.17E-03    0.000
3190   0.0198   7.35E-01   1.17E-03    0.000
3195   0.0197   1.28E+00   1.17E-03    0.000
3200   0.0196   6.08E+00   1.56E-03    0.000
3205   0.0195   9.09E+00   1.36E-03    0.000
3210   0.0194   8.22E+00   1.75E-03    0.000
3215   0.0193   4.44E+00   1.17E-03    0.000
3220   0.0192   1.75E+00   1.36E-03    0.000
3225   0.0191   7.16E+00   1.95E-03    0.000
3230   0.0191   5.05E+00   8.96E-03    0.000
3235   0.019    3.56E-01   3.70E-03    0.000
3240   0.019    5.79E-01   1.56E-03    0.000
3245   0.0189   4.54E+00   1.17E-03    0.000
3250   0.0189   6.83E-01   1.75E-03    0.000
3255   0.0187   1.90E-01   2.33E-03    0.000
3260   0.0186   1.22E+00   2.33E-03    0.000
3265   0.0185   1.90E+00   2.53E-03    0.000
3270   0.0184   1.55E+00   8.62E-02    0.000
3275   0.0183   5.71E-01   1.68E-01    0.000
3280   0.0182   7.67E-01   7.75E-02    0.000
3285   0.0182   1.36E-01   4.82E-02    0.000
3290   0.0182   1.50E-01   6.22E-02    0.000
3295   0.0181   1.73E+00   6.66E-02    0.000
3300   0.0179   1.36E+00   6.72E-02    0.000
3305   0.0177   8.18E-01   5.64E-02    0.000
3310   0.0175   3.84E-01   4.58E-02    0.000
3315   0.0174   5.10E-01   3.75E-02    0.000
3320   0.0172   5.71E+00   2.58E-02    0.000
3325   0.017    4.05E-01   1.91E-02    0.000
3330   0.0168   4.31E-01   1.31E-02    0.000
3335   0.0167   7.95E-02   8.77E-03    0.000
3340   0.0165   6.03E-01   5.84E-03    0.000
3345   0.0164   5.57E-01   3.89E-03    0.000
3350   0.0162   1.85E-01   2.33E-03    0.000
3355   0.0161   4.50E-01   1.56E-03    0.000
3360   0.0159   3.79E-01   9.72E-04    0.000
3365   0.0159   2.36E-01   5.83E-04    0.000
3370   0.0158   2.32E-01   3.89E-04    0.000
3375   0.0157   1.36E-01   1.94E-04    0.000
3380   0.0156   8.31E-02   1.94E-04    0.000
3385   0.0156   1.35E-01   1.94E-04    0.000
3390   0.0155   1.35E-02   1.94E-04    0.000
3395   0.0155   3.18E-02   1.94E-04    0.000
3400   0.0154   1.45E-02   1.94E-04    0.000
3405   0.0153   1.15E-01   1.94E-04    0.000
3410   0.0152   1.69E-01   1.94E-04    0.000
3415   0.0152   1.95E-02   1.94E-04    0.000
3420   0.0151   7.18E-03   1.94E-04    0.000
3425   0.015    7.88E-03   1.94E-04    0.000
3430   0.0149   3.94E-03   1.94E-04    0.000
3435   0.0148   1.93E-02   3.89E-04    0.000
3440   0.0147   1.23E-02   3.89E-04    0.000
3445   0.0147   2.01E-02   3.89E-04    0.000
3450   0.0146   3.83E-03   1.94E-04    0.000
3455   0.0146   2.84E-02   1.94E-04    0.000
3460   0.0145   1.21E-02   1.94E-04    0.000
3465   0.0145   3.92E-03   1.94E-04    0.000
3470   0.0144   8.82E-03   1.94E-04    0.000
3475   0.0143   1.07E-02   1.94E-04    0.000
3480   0.0142   5.46E-03   1.94E-04    0.000
3485   0.0142   7.60E-03   1.94E-04    0.000
3490   0.0141   1.33E-02   1.94E-04    0.000
3495   0.0141   6.92E-03   1.94E-04    0.000
3500   0.014    8.63E-03   1.94E-04    0.000
3505   0.0139   7.94E-03   1.94E-04    0.000
3510   0.0138   1.00E-02   1.94E-04    0.000
3515   0.0138   2.07E-02   1.94E-04    0.000
3520   0.0137   1.06E-02   0.00E+00    0.000
3525   0.0137   1.57E-02   0.00E+00    0.000
3530   0.0136   1.41E-02   0.00E+00    0.000
3535   0.0136   2.15E-02   0.00E+00    0.000
3540   0.0135   2.70E-02   0.00E+00    0.000
3545   0.0135   2.00E-02   0.00E+00    0.000
3550   0.0134   2.02E-02   0.00E+00    0.000
3555   0.0133   4.49E-02   0.00E+00    0.000
3560   0.0132   1.34E-02   0.00E+00    0.000
3565   0.0132   8.16E-03   2.92E-03    0.000
3570   0.0131   5.64E-02   1.84E-02    0.000
3575   0.013    3.18E-02   2.78E-02    0.000
3580   0.0129   1.22E-02   2.03E-02    0.000
3585   0.0129   2.61E-02   8.18E-03    0.000
3590   0.0128   2.99E-02   1.62E-02    0.000
3595   0.0128   2.38E-02   9.74E-03    0.000
3600   0.0127   1.54E-02   1.13E-02    0.000
3605   0.0127   6.92E-03   1.48E-02    0.000
3610   0.0126   2.58E-02   1.41E-02    0.000
3615   0.0126   2.74E-02   1.19E-02    0.000
3620   0.0125   4.05E-03   8.96E-03    0.000
3625   0.0125   1.04E-02   7.60E-03    0.000
3630   0.0124   1.82E-02   5.06E-03    0.000
3635   0.0124   1.51E-02   3.70E-03    0.000
3640   0.0123   4.00E-03   2.53E-03    0.000
3645   0.0123   3.71E-03   1.95E-03    0.000
3650   0.0122   9.80E-03   1.95E-03    0.000
3655   0.0122   8.59E-03   3.89E-03    0.000
3660   0.0121   7.28E-03   1.17E-03    0.000
3665   0.0121   9.42E-03   5.83E-04    0.000
3670   0.012    5.88E-02   1.94E-04    0.000
3675   0.012    2.51E-01   5.83E-04    0.000
3680   0.0119   6.60E-02   5.83E-04    0.000
3685   0.0118   2.35E-02   5.83E-04    0.000
3690   0.0117   1.53E-02   5.83E-04    0.000
3695   0.0117   1.24E-02   3.89E-04    0.000
3700   0.0116   3.59E-03   3.89E-04    0.000
3705   0.0116   3.55E-03   3.89E-04    0.000
3710   0.0115   1.43E-02   3.89E-04    0.000
3715   0.0115   1.59E-02   3.89E-04    0.000
3720   0.0114   6.53E-03   1.94E-04    0.000
3725   0.0114   6.53E-03   1.94E-04    0.000
3730   0.0113   1.32E-02   1.94E-04    0.000
3735   0.0113   2.89E-02   1.94E-04    0.000
3740   0.0112   1.88E-02   1.94E-04    0.000
3745   0.0112   8.34E-03   1.94E-04    0.000
3750   0.011    1.16E-02   1.94E-04    0.000
3755   0.011    1.90E-02   0.00E+00    0.000
3760   0.0109   2.03E-02   0.00E+00    0.000
3765   0.0109   2.11E-02   0.00E+00    0.000
3770   0.0108   1.63E-02   0.00E+00    0.000
3775   0.0108   1.25E-02   0.00E+00    0.000
3780   0.0107   7.53E-03   0.00E+00    0.000
3785   0.0107   2.12E-02   0.00E+00    0.000
3790   0.0106   3.16E-02   0.00E+00    0.000
3795   0.0106   1.31E-02   0.00E+00    0.000
3800   0.0105   3.75E-03   0.00E+00    0.000
3805   0.0105   7.66E-03   0.00E+00    0.000
3810   0.0104   2.44E-02   0.00E+00    0.000
3815   0.0104   3.22E-02   0.00E+00    0.000
3820   0.0103   5.12E-03   0.00E+00    0.000
3825   0.0103   3.42E-03   0.00E+00    0.000
3830   0.0102   7.85E-03   0.00E+00    0.000
3835   0.0102   3.15E-02   0.00E+00    0.000
3840   0.0101   6.62E-03   0.00E+00    0.000
3845   0.0101   4.03E-03   0.00E+00    0.000
3850   0.01     3.37E-03   0.00E+00    0.000
3855   0.01     7.58E-03   0.00E+00    0.000
3860   0.0099   1.01E-02   0.00E+00    0.000
3865   0.0099   6.21E-03   0.00E+00    0.000
3870   0.0098   3.18E-03   0.00E+00    0.000
3875   0.0098   6.74E-03   0.00E+00    0.000
3880   0.0097   4.34E-03   0.00E+00    0.000
3885   0.0097   5.03E-03   0.00E+00    0.000
3890   0.0097   2.88E-03   0.00E+00    0.000
3895   0.0096   3.87E-03   0.00E+00    0.000
3900   0.0096   6.96E-03   0.00E+00    0.000
3905   0.0096   3.46E-03   0.00E+00    0.000
3910   0.0095   2.72E-03   0.00E+00    0.000
3915   0.0095   3.57E-03   0.00E+00    0.000
3920   0.0094   5.09E-03   0.00E+00    0.000
3925   0.0094   2.99E-03   0.00E+00    0.000
3930   0.0093   3.37E-03   0.00E+00    0.000
3935   0.0093   2.26E-03   0.00E+00    0.000
3940   0.0092   2.61E-03   0.00E+00    0.000
3945   0.0092   3.85E-03   0.00E+00    0.000
3950   0.0091   3.78E-03   0.00E+00    0.000
3955   0.0091   2.35E-03   0.00E+00    0.000
3960   0.009    2.31E-03   0.00E+00    0.000
3965   0.009    2.52E-03   0.00E+00    0.000
3970   0.0089   2.91E-03   0.00E+00    0.000
3975   0.0089   2.87E-03   0.00E+00    0.000
3980   0.0088   2.38E-03   0.00E+00    0.000
3985   0.0088   2.23E-03   2.00E-04    0.000
3990   0.0088   2.37E-03   2.00E-04    0.000
3995   0.0087   2.41E-03   2.00E-04    0.000
4000   0.0087   2.38E-03   2.00E-04    0.000
4005   0.00866  1.53E-02   2.00E-04    0.000
4010   0.00862  1.24E-02   2.00E-04    0.000
4015   0.00858  3.59E-03   0.00E+00    0.000
4020   0.00854  3.55E-03   0.00E+00    0.000
